wall_time_iso,t_sec,status,x_m,y_m,z_m,yaw_vis_deg,yaw_oak_imu_deg,tracked_pts,pnp_pts,inliers,loop_detected,loop_kf_id,loop_score,loop_drift_m,softcorr_applied,softcorr_step_m,mavlink_sent,mavlink_aligned
2026-03-27T12:10:51.728,6.240993,REDETECT,0.000000,0.000000,0.000000,0.000,0.047,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:51.777,6.290663,REDETECT,0.000000,0.000000,0.000000,0.000,0.051,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:51.840,6.353284,REDETECT,0.000000,0.000000,0.000000,0.000,0.055,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:51.877,6.390409,REDETECT,0.000000,0.000000,0.000000,0.000,0.055,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:51.942,6.455585,REDETECT,0.000000,0.000000,0.000000,0.000,0.051,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:51.977,6.490749,REDETECT,0.000000,0.000000,0.000000,0.000,0.053,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:52.042,6.555493,REDETECT,0.000000,0.000000,0.000000,0.000,0.061,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:52.076,6.589894,REDETECT,0.000000,0.000000,0.000000,0.000,0.061,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:52.114,6.627009,REDETECT,0.000000,0.000000,0.000000,0.000,0.063,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:52.177,6.690096,REDETECT,0.000000,0.000000,0.000000,0.000,0.067,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:52.242,6.755035,REDETECT,0.000000,0.000000,0.000000,0.000,0.073,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:52.277,6.790306,REDETECT,0.000000,0.000000,0.000000,0.000,0.075,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:52.311,6.823940,REDETECT,0.000000,0.000000,0.000000,0.000,0.075,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:52.378,6.890917,REDETECT,0.000000,0.000000,0.000000,0.000,0.083,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:52.441,6.954854,REDETECT,0.000000,0.000000,0.000000,0.000,0.085,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:52.478,6.991888,REDETECT,0.000000,0.000000,0.000000,0.000,0.088,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:52.515,7.028520,REDETECT,0.000000,0.000000,0.000000,0.000,0.090,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:52.583,7.096567,REDETECT,0.000000,0.000000,0.000000,0.000,0.090,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:52.642,7.155461,REDETECT,0.000000,0.000000,0.000000,0.000,0.095,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:52.709,7.222741,REDETECT,0.000000,0.000000,0.000000,0.000,0.097,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:52.776,7.289158,REDETECT,0.000000,0.000000,0.000000,0.000,0.103,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:52.840,7.353868,REDETECT,0.000000,0.000000,0.000000,0.000,0.109,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:52.878,7.391235,REDETECT,0.000000,0.000000,0.000000,0.000,0.109,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:52.940,7.453826,REDETECT,0.000000,0.000000,0.000000,0.000,0.115,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:52.977,7.490590,REDETECT,0.000000,0.000000,0.000000,0.000,0.119,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:53.011,7.524075,REDETECT,0.000000,0.000000,0.000000,0.000,0.121,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:53.078,7.591739,REDETECT,0.000000,0.000000,0.000000,0.000,0.115,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:53.142,7.655469,REDETECT,0.000000,0.000000,0.000000,0.000,0.123,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:53.179,7.692411,REDETECT,0.000000,0.000000,0.000000,0.000,0.125,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:53.244,7.757204,REDETECT,0.000000,0.000000,0.000000,0.000,0.117,0,0,0,0,,,,0,,0,0
2026-03-27T12:10:53.278,7.791363,REDETECT,0.000000,0.000000,0.000000,0.000,0.119,0,0,0,0,,,,0,,0,0
